scenario,question,sj_name,radioGroupName
1,1,pair162#pair447#pair419#pair579#pair677,1
1,1,pair570#pair107#pair790#pair64#pair831,1
1,1,pair613#pair91#pair125#pair399#pair38,1
1,1,pair835#pair875#pair678#pair328#pair65,1
1,1,pair516#pair628#pair425#pair482#pair387,1
1,1,pair569#pair83#pair979#pair749#pair817,1
1,1,pair791#pair223#pair165#pair945#pair309,1
1,1,pair652#pair999#pair792#pair394#pair59,1
1,1,pair50#pair957#pair477#pair625#pair960,1
1,1,pair902#pair728#pair683#pair30#pair588,1
1,1,pair115#pair818#pair797#pair40#pair861,1
1,1,pair662#pair974#pair490#pair823#pair586,1
1,1,pair76#pair82#pair853#pair813#pair964,1
1,1,pair744#pair769#pair468#pair453#pair96,1
1,1,pair660#pair898#pair673#pair407#pair234,1
1,1,pair657#pair470#pair12#pair854#pair905,1
1,1,pair110#pair717#pair617#pair720#pair691,1
1,1,pair526#pair730#pair342#pair760#pair655,1
1,1,pair298#pair409#pair539#pair951#pair467,1
1,1,pair926#pair856#pair448#pair942#pair775,1
1,1,pair840#pair141#pair873#pair843#pair659,1
1,1,pair983#pair423#pair558#pair331#pair242,1
1,1,pair686#pair198#pair574#pair645#pair227,1
1,1,pair58#pair19#pair51#pair519#pair368,1
1,1,pair282#pair505#pair444#pair598#pair316,1
1,1,pair524#pair160#pair245#pair109#pair640,1
1,1,pair887#pair833#pair220#pair428#pair638,1
1,1,pair521#pair455#pair597#pair970#pair75,1
1,1,pair4#pair6#pair430#pair908#pair779,1
1,1,pair313#pair391#pair859#pair865#pair348,1
1,1,pair45#pair326#pair164#pair812#pair403,1
1,1,pair95#pair943#pair495#pair715#pair228,1
1,1,pair879#pair515#pair710#pair732#pair695,1
1,1,pair773#pair845#pair401#pair67#pair406,1
1,1,pair410#pair233#pair585#pair492#pair142,1
1,1,pair479#pair978#pair661#pair675#pair127,1
1,1,pair457#pair375#pair685#pair752#pair149,1
1,1,pair832#pair225#pair747#pair799#pair663,1
1,1,pair27#pair748#pair803#pair100#pair582,1
1,1,pair866#pair408#pair123#pair757#pair601,1
1,1,pair366#pair230#pair647#pair267#pair205,1
1,1,pair740#pair442#pair941#pair485#pair857,1
1,1,pair42#pair489#pair202#pair420#pair927,1
1,1,pair530#pair622#pair286#pair84#pair819,1
1,1,pair656#pair39#pair591#pair624#pair550,1
1,1,pair98#pair287#pair319#pair388#pair977,1
1,1,pair629#pair78#pair810#pair563#pair386,1
1,1,pair140#pair552#pair750#pair434#pair864,1
1,1,pair325#pair136#pair839#pair496#pair709,1
1,1,pair768#pair8#pair199#pair433#pair63,1
1,1,pair670#pair426#pair256#pair531#pair137,1
1,1,pair382#pair171#pair395#pair248#pair993,1
1,1,pair557#pair780#pair963#pair347#pair632,1
1,1,pair314#pair719#pair97#pair554#pair764,1
1,1,pair16#pair3#pair143#pair46#pair712,1
1,1,pair41#pair707#pair356#pair540#pair514,1
1,1,pair910#pair904#pair133#pair664#pair297,1
1,1,pair892#pair458#pair992#pair594#pair380,1
1,1,pair145#pair487#pair374#pair290#pair722,1
1,1,pair614#pair648#pair815#pair576#pair867,1
1,1,pair533#pair358#pair379#pair188#pair473,1
1,1,pair296#pair14#pair216#pair337#pair258,1
1,1,pair280#pair635#pair392#pair460#pair684,1
1,1,pair838#pair542#pair57#pair360#pair29,1
1,1,pair372#pair397#pair18#pair68#pair565,1
1,1,pair566#pair126#pair553#pair35#pair825,1
1,1,pair755#pair536#pair893#pair985#pair56,1
1,1,pair829#pair163#pair714#pair906#pair275,1
1,1,pair250#pair537#pair11#pair307#pair237,1
1,1,pair820#pair525#pair246#pair608#pair736,1
1,1,pair618#pair723#pair475#pair949#pair925,1
1,1,pair119#pair816#pair478#pair103#pair215,1
1,1,pair564#pair111#pair357#pair243#pair376,1
1,1,pair218#pair509#pair939#pair471#pair454,1
1,1,pair771#pair369#pair118#pair191#pair916,1
1,1,pair361#pair398#pair193#pair281#pair966,1
1,1,pair158#pair139#pair814#pair822#pair534,1
1,1,pair811#pair274#pair837#pair201#pair359,1
1,1,pair948#pair443#pair146#pair264#pair690,1
1,1,pair72#pair221#pair276#pair830#pair511,1
1,1,pair641#pair176#pair138#pair786#pair739,1
1,1,pair844#pair604#pair1#pair353#pair643,1
1,1,pair965#pair987#pair994#pair800#pair562,1
1,1,pair161#pair92#pair689#pair774#pair102,1
1,1,pair43#pair713#pair499#pair321#pair33,1
1,1,pair104#pair596#pair848#pair724#pair699,1
1,1,pair13#pair37#pair350#pair279#pair151,1
1,1,pair821#pair66#pair639#pair671#pair20,1
1,1,pair7#pair441#pair692#pair345#pair894,1
1,1,pair336#pair341#pair330#pair619#pair299,1
1,1,pair263#pair929#pair590#pair512#pair74,1
